1	2001-07-01 00:00:00.000	USD	ARS	1.0000	1.0002	2001-07-01 00:00:00.000
2	2001-07-01 00:00:00.000	USD	AUD	1.5491	1.5500	2001-07-01 00:00:00.000
3	2001-07-01 00:00:00.000	USD	BRL	1.9379	1.9419	2001-07-01 00:00:00.000
4	2001-07-01 00:00:00.000	USD	CAD	1.4641	1.4683	2001-07-01 00:00:00.000
5	2001-07-01 00:00:00.000	USD	CNY	8.2781	8.2784	2001-07-01 00:00:00.000
6	2001-07-01 00:00:00.000	USD	DEM	1.8967	1.8976	2001-07-01 00:00:00.000
7	2001-07-01 00:00:00.000	USD	EUR	.9697	.9703	2001-07-01 00:00:00.000
8	2001-07-01 00:00:00.000	USD	FRF	6.3611	6.3613	2001-07-01 00:00:00.000
9	2001-07-01 00:00:00.000	USD	GBP	.6183	.6183	2001-07-01 00:00:00.000
10	2001-07-01 00:00:00.000	USD	JPY	104.9100	104.9580	2001-07-01 00:00:00.000
11	2001-07-01 00:00:00.000	USD	MXN	9.3740	9.3840	2001-07-01 00:00:00.000
12	2001-07-01 00:00:00.000	USD	SAR	3.7507	3.7584	2001-07-01 00:00:00.000
13	2001-07-01 00:00:00.000	USD	VEB	634.5099	634.6000	2001-07-01 00:00:00.000
14	2001-07-02 00:00:00.000	USD	ARS	1.0000	.9991	2001-07-02 00:00:00.000
15	2001-07-02 00:00:00.000	USD	AUD	1.5559	1.5558	2001-07-02 00:00:00.000
16	2001-07-02 00:00:00.000	USD	BRL	1.9339	1.9330	2001-07-02 00:00:00.000
17	2001-07-02 00:00:00.000	USD	CAD	1.4661	1.4637	2001-07-02 00:00:00.000
18	2001-07-02 00:00:00.000	USD	CNY	8.2781	8.2774	2001-07-02 00:00:00.000
19	2001-07-02 00:00:00.000	USD	DEM	1.8924	1.8922	2001-07-02 00:00:00.000
20	2001-07-02 00:00:00.000	USD	EUR	.9676	.9670	2001-07-02 00:00:00.000
21	2001-07-02 00:00:00.000	USD	FRF	6.3468	6.3465	2001-07-02 00:00:00.000
22	2001-07-02 00:00:00.000	USD	GBP	.6166	.6162	2001-07-02 00:00:00.000
23	2001-07-02 00:00:00.000	USD	JPY	105.7000	105.6740	2001-07-02 00:00:00.000
24	2001-07-02 00:00:00.000	USD	MXN	9.3949	9.3919	2001-07-02 00:00:00.000
25	2001-07-02 00:00:00.000	USD	SAR	3.7507	3.7507	2001-07-02 00:00:00.000
26	2001-07-02 00:00:00.000	USD	VEB	634.2500	634.2400	2001-07-02 00:00:00.000
27	2001-07-03 00:00:00.000	USD	ARS	1.0000	1.0004	2001-07-03 00:00:00.000
28	2001-07-03 00:00:00.000	USD	AUD	1.5592	1.5597	2001-07-03 00:00:00.000
29	2001-07-03 00:00:00.000	USD	BRL	1.9359	1.9440	2001-07-03 00:00:00.000
30	2001-07-03 00:00:00.000	USD	CAD	1.4672	1.4734	2001-07-03 00:00:00.000
31	2001-07-03 00:00:00.000	USD	CNY	8.2781	8.2789	2001-07-03 00:00:00.000
32	2001-07-03 00:00:00.000	USD	DEM	1.8796	1.8802	2001-07-03 00:00:00.000
33	2001-07-03 00:00:00.000	USD	EUR	.9610	.9615	2001-07-03 00:00:00.000
34	2001-07-03 00:00:00.000	USD	FRF	6.3041	6.3041	2001-07-03 00:00:00.000
35	2001-07-03 00:00:00.000	USD	GBP	.6156	.6163	2001-07-03 00:00:00.000
36	2001-07-03 00:00:00.000	USD	JPY	105.5300	105.6040	2001-07-03 00:00:00.000
37	2001-07-03 00:00:00.000	USD	MXN	9.3550	9.3550	2001-07-03 00:00:00.000
38	2001-07-03 00:00:00.000	USD	SAR	3.7505	3.7570	2001-07-03 00:00:00.000
39	2001-07-03 00:00:00.000	USD	VEB	634.7500	634.7999	2001-07-03 00:00:00.000
40	2001-07-04 00:00:00.000	USD	ARS	1.0000	1.0000	2001-07-04 00:00:00.000
41	2001-07-04 00:00:00.000	USD	AUD	1.5645	1.5634	2001-07-04 00:00:00.000
42	2001-07-04 00:00:00.000	USD	BRL	1.9295	1.9250	2001-07-04 00:00:00.000
43	2001-07-04 00:00:00.000	USD	CAD	1.4672	1.4609	2001-07-04 00:00:00.000
44	2001-07-04 00:00:00.000	USD	CNY	8.2783	8.2782	2001-07-04 00:00:00.000
45	2001-07-04 00:00:00.000	USD	DEM	1.8811	1.8801	2001-07-04 00:00:00.000
46	2001-07-04 00:00:00.000	USD	EUR	.9617	.9617	2001-07-04 00:00:00.000
47	2001-07-04 00:00:00.000	USD	FRF	6.3090	6.3080	2001-07-04 00:00:00.000
48	2001-07-04 00:00:00.000	USD	GBP	.6163	.6159	2001-07-04 00:00:00.000
49	2001-07-04 00:00:00.000	USD	JPY	105.7700	105.6820	2001-07-04 00:00:00.000
50	2001-07-04 00:00:00.000	USD	MXN	9.3460	9.3369	2001-07-04 00:00:00.000
51	2001-07-04 00:00:00.000	USD	SAR	3.7492	3.7416	2001-07-04 00:00:00.000
52	2001-07-04 00:00:00.000	USD	VEB	635.7500	635.6599	2001-07-04 00:00:00.000
53	2001-07-05 00:00:00.000	USD	ARS	1.0000	1.0004	2001-07-05 00:00:00.000
