2	17038	2003-09-01 00:00:00.000
3	15369	2001-09-01 00:00:00.000
4	8010	2001-09-01 00:00:00.000
5	5316	2003-09-01 00:00:00.000
6	6653	2001-07-01 00:00:00.000
7	9010	2002-09-01 00:00:00.000
8	8937	2001-07-01 00:00:00.000
9	16124	2002-12-01 00:00:00.000
10	9478	2001-08-01 00:00:00.000
11	17600	2001-09-01 00:00:00.000
12	1970	2003-08-01 00:00:00.000
13	8274	2003-09-01 00:00:00.000
14	13045	2001-07-01 00:00:00.000
15	13601	2001-09-01 00:00:00.000
17	5958	2002-09-01 00:00:00.000
18	10709	2002-07-01 00:00:00.000
19	126	2003-09-01 00:00:00.000
20	6626	2003-07-01 00:00:00.000
21	14963	2002-08-01 00:00:00.000
22	18100	2001-09-01 00:00:00.000
23	12823	2003-05-01 00:00:00.000
24	11434	2003-08-01 00:00:00.000
25	13160	2001-08-01 00:00:00.000
26	3787	2001-12-01 00:00:00.000
27	8979	2001-08-01 00:00:00.000
28	14729	2001-08-01 00:00:00.000
29	6264	2001-08-01 00:00:00.000
30	2273	2003-09-01 00:00:00.000
31	18154	2002-08-01 00:00:00.000
32	18257	2003-09-01 00:00:00.000
33	14184	2001-08-01 00:00:00.000
34	11472	2003-08-01 00:00:00.000
35	10785	2003-08-01 00:00:00.000
36	4215	2001-09-01 00:00:00.000
37	2396	2003-08-01 00:00:00.000
38	4983	2002-07-01 00:00:00.000
39	1660	2001-08-01 00:00:00.000
40	17861	2001-08-01 00:00:00.000
41	15321	2001-08-01 00:00:00.000
42	3756	2003-08-01 00:00:00.000
43	14486	2001-09-01 00:00:00.000
44	16441	2003-08-01 00:00:00.000
45	10338	2003-09-01 00:00:00.000
46	4173	2002-09-01 00:00:00.000
47	18570	2003-09-01 00:00:00.000
48	9102	2002-09-01 00:00:00.000
49	626	2001-12-01 00:00:00.000
50	5409	2002-10-01 00:00:00.000
51	2337	2001-07-01 00:00:00.000
52	5262	2003-09-01 00:00:00.000
54	6272	2002-09-01 00:00:00.000
58	11945	2002-12-01 00:00:00.000
59	14938	2003-09-01 00:00:00.000
60	6306	2003-08-01 00:00:00.000
61	181	2001-08-01 00:00:00.000
62	17315	2002-08-01 00:00:00.000
64	13667	2001-11-01 00:00:00.000
65	12491	2003-08-01 00:00:00.000
66	18295	2002-08-01 00:00:00.000
69	12189	2002-08-01 00:00:00.000
70	16173	2003-04-01 00:00:00.000
71	10057	2002-09-01 00:00:00.000
73	10187	2003-08-01 00:00:00.000
74	5528	2001-08-01 00:00:00.000
75	7083	2001-07-01 00:00:00.000
76	12492	2003-09-01 00:00:00.000
77	7657	2003-09-01 00:00:00.000
78	1977	2003-09-01 00:00:00.000
80	9647	2003-09-01 00:00:00.000
81	1684	2001-11-01 00:00:00.000
82	1163	2001-11-01 00:00:00.000
83	11087	2003-08-01 00:00:00.000
87	3513	2003-09-01 00:00:00.000
88	11282	2001-08-01 00:00:00.000
91	14489	2002-09-01 00:00:00.000
92	9772	2002-08-01 00:00:00.000
93	7777	2003-08-01 00:00:00.000
94	7293	2001-09-01 00:00:00.000
95	14814	2003-09-01 00:00:00.000
96	10832	2003-08-01 00:00:00.000
97	4322	2001-07-01 00:00:00.000
99	18017	2001-07-01 00:00:00.000
100	7527	2003-08-01 00:00:00.000
101	9458	2002-09-01 00:00:00.000
102	13917	2001-08-01 00:00:00.000
103	242	2001-07-01 00:00:00.000
104	14363	2001-08-01 00:00:00.000
106	17699	2003-09-01 00:00:00.000
107	8394	2002-09-01 00:00:00.000
108	3490	2002-09-01 00:00:00.000
109	12316	2003-08-01 00:00:00.000
110	6442	2002-09-01 00:00:00.000
111	319	2001-09-01 00:00:00.000
112	6920	2003-10-01 00:00:00.000
113	12857	2002-09-01 00:00:00.000
114	15232	2001-07-01 00:00:00.000
115	4524	2001-09-01 00:00:00.000
116	1359	2001-08-01 00:00:00.000
117	4789	2001-11-01 00:00:00.000
118	1803	2002-09-01 00:00:00.000
119	972	2001-11-01 00:00:00.000
121	16467	2003-08-01 00:00:00.000
122	1906	2002-07-01 00:00:00.000
123	15842	2001-11-01 00:00:00.000
124	17164	2003-07-01 00:00:00.000
125	1308	2002-08-01 00:00:00.000
126	3392	2003-07-01 00:00:00.000
127	17368	2001-09-01 00:00:00.000
128	8522	2002-08-01 00:00:00.000
129	6340	2002-07-01 00:00:00.000
130	16065	2003-07-01 00:00:00.000
131	19204	2001-07-01 00:00:00.000
132	15195	2003-08-01 00:00:00.000
133	15487	2002-08-01 00:00:00.000
134	4052	2002-07-01 00:00:00.000
135	2741	2002-09-01 00:00:00.000
136	3318	2002-08-01 00:00:00.000
137	11110	2003-07-01 00:00:00.000
138	17281	2003-09-01 00:00:00.000
139	18868	2002-07-01 00:00:00.000
140	16021	2002-07-01 00:00:00.000
142	14612	2001-07-01 00:00:00.000
144	4727	2003-09-01 00:00:00.000
145	15924	2003-08-01 00:00:00.000
146	17540	2003-08-01 00:00:00.000
147	3235	2001-07-01 00:00:00.000
148	5758	2001-11-01 00:00:00.000
149	13536	2003-09-01 00:00:00.000
150	18717	2002-07-01 00:00:00.000
151	1566	2001-07-01 00:00:00.000
153	12715	2003-08-01 00:00:00.000
154	17277	2002-08-01 00:00:00.000
155	10270	2001-08-01 00:00:00.000
156	17923	2002-08-01 00:00:00.000
157	553	2002-08-01 00:00:00.000
159	5577	2001-08-01 00:00:00.000
160	5514	2002-11-01 00:00:00.000
161	7829	2001-09-01 00:00:00.000
162	17308	2003-07-01 00:00:00.000
163	204	2001-08-01 00:00:00.000
164	2602	2003-09-01 00:00:00.000
165	6863	2002-11-01 00:00:00.000
166	15954	2002-08-01 00:00:00.000
167	10502	2003-09-01 00:00:00.000
168	11580	2003-09-01 00:00:00.000
169	5589	2002-08-01 00:00:00.000
170	3764	2003-07-01 00:00:00.000
171	13278	2001-09-01 00:00:00.000
172	13923	2002-08-01 00:00:00.000
173	2847	2003-07-01 00:00:00.000
174	2270	2002-09-01 00:00:00.000
175	2604	2002-07-01 00:00:00.000
176	5164	2001-09-01 00:00:00.000
177	18460	2003-09-01 00:00:00.000
179	4357	2001-09-01 00:00:00.000
180	5751	2002-08-01 00:00:00.000
181	4830	2003-07-01 00:00:00.000
182	7600	2001-09-01 00:00:00.000
183	16192	2003-08-01 00:00:00.000
184	6468	2002-09-01 00:00:00.000
185	9961	2003-09-01 00:00:00.000
186	13054	2001-07-01 00:00:00.000
187	17774	2002-07-01 00:00:00.000
188	16805	2003-07-01 00:00:00.000
189	778	2001-09-01 00:00:00.000
190	14842	2003-07-01 00:00:00.000
191	19154	2001-09-01 00:00:00.000
193	230	2003-09-01 00:00:00.000
196	12529	2003-09-01 00:00:00.000
197	14497	2002-07-01 00:00:00.000
198	14064	2001-09-01 00:00:00.000
199	8342	2003-07-01 00:00:00.000
200	15364	2003-08-01 00:00:00.000
201	1912	2002-07-01 00:00:00.000
202	17935	2001-09-01 00:00:00.000
203	18328	2003-09-01 00:00:00.000
204	5301	2001-07-01 00:00:00.000
205	10526	2002-08-01 00:00:00.000
206	15282	2002-09-01 00:00:00.000
207	7167	2001-08-01 00:00:00.000
208	11274	2003-08-01 00:00:00.000
209	7832	2003-08-01 00:00:00.000
210	14371	2002-08-01 00:00:00.000
212	16871	2001-11-01 00:00:00.000
213	12135	2001-12-01 00:00:00.000
214	16939	2003-07-01 00:00:00.000
215	18908	2003-07-01 00:00:00.000
216	5618	2001-07-01 00:00:00.000
217	18407	2001-09-01 00:00:00.000
218	17073	2001-12-01 00:00:00.000
219	18323	2001-08-01 00:00:00.000
220	14261	2003-09-01 00:00:00.000
221	12554	2002-08-01 00:00:00.000
222	15829	2002-09-01 00:00:00.000
223	1039	2003-07-01 00:00:00.000
224	18049	2001-08-01 00:00:00.000
225	17658	2001-09-01 00:00:00.000
226	18502	2001-10-01 00:00:00.000
227	10336	2002-07-01 00:00:00.000
228	3827	2002-08-01 00:00:00.000
231	17669	2001-09-01 00:00:00.000
232	7092	2001-09-01 00:00:00.000
234	10553	2003-09-01 00:00:00.000
235	11781	2001-08-01 00:00:00.000
236	3070	2002-07-01 00:00:00.000
237	7392	2001-09-01 00:00:00.000
238	15443	2002-08-01 00:00:00.000
239	923	2002-07-01 00:00:00.000
240	11046	2003-07-01 00:00:00.000
241	4931	2003-07-01 00:00:00.000
242	5824	2003-09-01 00:00:00.000
243	11080	2002-09-01 00:00:00.000
244	11201	2002-06-01 00:00:00.000
245	11745	2001-08-01 00:00:00.000
246	10064	2002-08-01 00:00:00.000
247	9628	2003-09-01 00:00:00.000
248	17544	2002-09-01 00:00:00.000
249	18496	2001-09-01 00:00:00.000
250	15090	2001-08-01 00:00:00.000
251	17902	2002-07-01 00:00:00.000
252	6452	2001-08-01 00:00:00.000
253	14546	2003-08-01 00:00:00.000
254	7597	2002-09-01 00:00:00.000
255	3047	2001-09-01 00:00:00.000
256	10783	2002-09-01 00:00:00.000
257	12214	2001-09-01 00:00:00.000
258	17062	2001-09-01 00:00:00.000
259	18231	2002-08-01 00:00:00.000
260	11622	2003-08-01 00:00:00.000
261	6065	2001-09-01 00:00:00.000
262	18875	2001-09-01 00:00:00.000
263	13468	2001-08-01 00:00:00.000
264	15882	2001-08-01 00:00:00.000
265	12399	2001-07-01 00:00:00.000
266	16523	2002-11-01 00:00:00.000
267	16023	2003-09-01 00:00:00.000
268	19078	2001-09-01 00:00:00.000
269	12698	2001-09-01 00:00:00.000
270	15616	2003-08-01 00:00:00.000
271	6126	2001-08-01 00:00:00.000
272	12648	2003-08-01 00:00:00.000
273	5346	2002-12-01 00:00:00.000
274	12015	2003-08-01 00:00:00.000
