43697	5	2001-07-01 00:00:00.000
43697	9	2001-07-01 00:00:00.000
43702	5	2001-07-02 00:00:00.000
43702	9	2001-07-02 00:00:00.000
43703	5	2001-07-02 00:00:00.000
43703	9	2001-07-02 00:00:00.000
43706	5	2001-07-03 00:00:00.000
43706	9	2001-07-03 00:00:00.000
43707	5	2001-07-03 00:00:00.000
43707	9	2001-07-03 00:00:00.000
43709	5	2001-07-03 00:00:00.000
43709	9	2001-07-03 00:00:00.000
43710	5	2001-07-03 00:00:00.000
43710	9	2001-07-03 00:00:00.000
43711	5	2001-07-04 00:00:00.000
43711	9	2001-07-04 00:00:00.000
43712	5	2001-07-04 00:00:00.000
43712	9	2001-07-04 00:00:00.000
43713	5	2001-07-05 00:00:00.000
43713	9	2001-07-05 00:00:00.000
43714	5	2001-07-05 00:00:00.000
43714	9	2001-07-05 00:00:00.000
43715	5	2001-07-05 00:00:00.000
43715	9	2001-07-05 00:00:00.000
43716	5	2001-07-05 00:00:00.000
43716	9	2001-07-05 00:00:00.000
43718	5	2001-07-06 00:00:00.000
43718	9	2001-07-06 00:00:00.000
43719	5	2001-07-06 00:00:00.000
43719	9	2001-07-06 00:00:00.000
43720	5	2001-07-06 00:00:00.000
43720	9	2001-07-06 00:00:00.000
43721	5	2001-07-06 00:00:00.000
43721	9	2001-07-06 00:00:00.000
43722	5	2001-07-07 00:00:00.000
43722	9	2001-07-07 00:00:00.000
43724	5	2001-07-07 00:00:00.000
43724	9	2001-07-07 00:00:00.000
43725	5	2001-07-08 00:00:00.000
43725	9	2001-07-08 00:00:00.000
43727	5	2001-07-08 00:00:00.000
43727	9	2001-07-08 00:00:00.000
43728	5	2001-07-09 00:00:00.000
43728	9	2001-07-09 00:00:00.000
43731	5	2001-07-09 00:00:00.000
43731	9	2001-07-09 00:00:00.000
43733	5	2001-07-09 00:00:00.000
43733	9	2001-07-09 00:00:00.000
43734	5	2001-07-10 00:00:00.000
43734	9	2001-07-10 00:00:00.000
43735	5	2001-07-10 00:00:00.000
43735	9	2001-07-10 00:00:00.000
43737	5	2001-07-11 00:00:00.000
43737	9	2001-07-11 00:00:00.000
43738	5	2001-07-11 00:00:00.000
43738	9	2001-07-11 00:00:00.000
43739	5	2001-07-11 00:00:00.000
43739	9	2001-07-11 00:00:00.000
43740	5	2001-07-11 00:00:00.000
43740	9	2001-07-11 00:00:00.000
43741	5	2001-07-12 00:00:00.000
43741	9	2001-07-12 00:00:00.000
43742	5	2001-07-12 00:00:00.000
43742	9	2001-07-12 00:00:00.000
43744	5	2001-07-12 00:00:00.000
43744	9	2001-07-12 00:00:00.000
43745	5	2001-07-13 00:00:00.000
43745	9	2001-07-13 00:00:00.000
43746	5	2001-07-13 00:00:00.000
43746	9	2001-07-13 00:00:00.000
43747	5	2001-07-14 00:00:00.000
43747	9	2001-07-14 00:00:00.000
43748	5	2001-07-14 00:00:00.000
43748	9	2001-07-14 00:00:00.000
43749	5	2001-07-14 00:00:00.000
43749	9	2001-07-14 00:00:00.000
43750	5	2001-07-14 00:00:00.000
43750	9	2001-07-14 00:00:00.000
43751	5	2001-07-14 00:00:00.000
43751	9	2001-07-14 00:00:00.000
43752	5	2001-07-14 00:00:00.000
43752	9	2001-07-14 00:00:00.000
43753	5	2001-07-14 00:00:00.000
43753	9	2001-07-14 00:00:00.000
43754	5	2001-07-15 00:00:00.000
43754	9	2001-07-15 00:00:00.000
43755	5	2001-07-15 00:00:00.000
43755	9	2001-07-15 00:00:00.000
43758	5	2001-07-16 00:00:00.000
43758	9	2001-07-16 00:00:00.000
43759	5	2001-07-16 00:00:00.000
43759	9	2001-07-16 00:00:00.000
43760	5	2001-07-16 00:00:00.000
43760	9	2001-07-16 00:00:00.000
43761	5	2001-07-16 00:00:00.000
43761	9	2001-07-16 00:00:00.000
43762	5	2001-07-17 00:00:00.000
43762	9	2001-07-17 00:00:00.000
43763	5	2001-07-17 00:00:00.000
43763	9	2001-07-17 00:00:00.000
43764	5	2001-07-17 00:00:00.000
43764	9	2001-07-17 00:00:00.000
43766	5	2001-07-18 00:00:00.000
43766	9	2001-07-18 00:00:00.000
43768	5	2001-07-19 00:00:00.000
43768	9	2001-07-19 00:00:00.000
43769	5	2001-07-19 00:00:00.000
43769	9	2001-07-19 00:00:00.000
43770	5	2001-07-19 00:00:00.000
43770	9	2001-07-19 00:00:00.000
43772	5	2001-07-19 00:00:00.000
43772	9	2001-07-19 00:00:00.000
43773	5	2001-07-19 00:00:00.000
43773	9	2001-07-19 00:00:00.000
43774	5	2001-07-19 00:00:00.000
43774	9	2001-07-19 00:00:00.000
43776	5	2001-07-20 00:00:00.000
43776	9	2001-07-20 00:00:00.000
43777	5	2001-07-20 00:00:00.000
43777	9	2001-07-20 00:00:00.000
43780	5	2001-07-21 00:00:00.000
43780	9	2001-07-21 00:00:00.000
43781	5	2001-07-21 00:00:00.000
43781	9	2001-07-21 00:00:00.000
43782	5	2001-07-21 00:00:00.000
43782	9	2001-07-21 00:00:00.000
43783	5	2001-07-21 00:00:00.000
43783	9	2001-07-21 00:00:00.000
43784	5	2001-07-22 00:00:00.000
43784	9	2001-07-22 00:00:00.000
43785	5	2001-07-22 00:00:00.000
43785	9	2001-07-22 00:00:00.000
43786	5	2001-07-22 00:00:00.000
43786	9	2001-07-22 00:00:00.000
43791	5	2001-07-22 00:00:00.000
43791	9	2001-07-22 00:00:00.000
43792	5	2001-07-22 00:00:00.000
43792	9	2001-07-22 00:00:00.000
43795	5	2001-07-23 00:00:00.000
43795	9	2001-07-23 00:00:00.000
43797	5	2001-07-23 00:00:00.000
43797	9	2001-07-23 00:00:00.000
43798	5	2001-07-23 00:00:00.000
43798	9	2001-07-23 00:00:00.000
43799	5	2001-07-23 00:00:00.000
43799	9	2001-07-23 00:00:00.000
43800	5	2001-07-24 00:00:00.000
43800	9	2001-07-24 00:00:00.000
43801	5	2001-07-24 00:00:00.000
43801	9	2001-07-24 00:00:00.000
43802	5	2001-07-24 00:00:00.000
43802	9	2001-07-24 00:00:00.000
43803	5	2001-07-25 00:00:00.000
43803	9	2001-07-25 00:00:00.000
43804	5	2001-07-25 00:00:00.000
43804	9	2001-07-25 00:00:00.000
43806	5	2001-07-25 00:00:00.000
43806	9	2001-07-25 00:00:00.000
43807	5	2001-07-26 00:00:00.000
43807	9	2001-07-26 00:00:00.000
43808	5	2001-07-26 00:00:00.000
43808	9	2001-07-26 00:00:00.000
43809	5	2001-07-26 00:00:00.000
43809	9	2001-07-26 00:00:00.000
43812	5	2001-07-27 00:00:00.000
43812	9	2001-07-27 00:00:00.000
43815	5	2001-07-27 00:00:00.000
43815	9	2001-07-27 00:00:00.000
43816	5	2001-07-27 00:00:00.000
43816	9	2001-07-27 00:00:00.000
43817	5	2001-07-27 00:00:00.000
