1	0	4	258	1580	3	2001-05-17 00:00:00.000	2001-05-26 00:00:00.000	201.0400	16.0832	5.0260	222.1492	2001-05-26 00:00:00.000
2	0	1	254	1496	5	2001-05-17 00:00:00.000	2001-05-26 00:00:00.000	272.1015	21.7681	6.8025	300.6721	2001-05-26 00:00:00.000
3	0	4	257	1494	2	2001-05-17 00:00:00.000	2001-05-26 00:00:00.000	8847.3000	707.7840	221.1825	9776.2665	2001-05-26 00:00:00.000
4	0	3	261	1650	5	2001-05-17 00:00:00.000	2001-05-26 00:00:00.000	171.0765	13.6861	4.2769	189.0395	2001-05-26 00:00:00.000
5	0	4	251	1654	4	2001-05-31 00:00:00.000	2001-06-09 00:00:00.000	20397.3000	1631.7840	509.9325	22539.0165	2001-06-09 00:00:00.000
6	0	4	253	1664	3	2001-05-31 00:00:00.000	2001-06-09 00:00:00.000	14628.0750	1170.2460	365.7019	16164.0229	2001-06-09 00:00:00.000
7	0	4	255	1678	3	2001-05-31 00:00:00.000	2001-06-09 00:00:00.000	58685.5500	4694.8440	1467.1388	64847.5328	2001-06-09 00:00:00.000
8	0	4	256	1616	5	2001-05-31 00:00:00.000	2001-06-09 00:00:00.000	693.3780	55.4702	17.3345	766.1827	2001-06-09 00:00:00.000
9	1	4	259	1492	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	694.1655	55.5332	17.3541	767.0528	2002-01-23 00:00:00.000
10	0	4	250	1602	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	1796.0355	143.6828	44.9009	1984.6192	2002-01-23 00:00:00.000
11	0	4	258	1540	4	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	501.1965	40.0957	12.5299	553.8221	2002-01-23 00:00:00.000
12	0	4	254	1628	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	34644.2250	2771.5380	866.1056	38281.8686	2002-01-23 00:00:00.000
13	0	4	257	1604	4	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	1839.5055	147.1604	45.9876	2032.6535	2002-01-23 00:00:00.000
14	0	3	261	1690	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	146.2860	11.7029	3.6572	161.6461	2002-01-23 00:00:00.000
15	0	4	251	1566	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	102.5640	8.2051	2.5641	113.3332	2002-01-23 00:00:00.000
16	0	4	253	1698	5	2002-01-14 00:00:00.000	2002-01-23 00:00:00.000	150.7905	12.0632	3.7698	166.6235	2002-01-23 00:00:00.000
17	0	4	255	1560	5	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	13669.4250	1093.5540	341.7356	15104.7146	2002-01-24 00:00:00.000
18	0	4	256	1692	5	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	16393.2300	1311.4584	409.8308	18114.5192	2002-01-24 00:00:00.000
19	0	4	259	1696	2	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	79204.1250	6336.3300	1980.1031	87520.5581	2002-01-24 00:00:00.000
20	0	4	260	1504	1	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	551.8800	44.1504	13.7970	609.8274	2002-01-24 00:00:00.000
21	0	4	250	1544	1	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	6987.7500	559.0200	174.6938	7721.4638	2002-01-24 00:00:00.000
22	0	4	254	1530	2	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	28072.2750	2245.7820	701.8069	31019.8639	2002-01-24 00:00:00.000
23	0	4	257	1508	1	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	37312.2750	2984.9820	932.8069	41230.0639	2002-01-24 00:00:00.000
24	0	3	261	1694	1	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	4215.7500	337.2600	105.3938	4658.4038	2002-01-24 00:00:00.000
25	0	4	251	1624	2	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	28297.5000	2263.8000	707.4375	31268.7375	2002-01-24 00:00:00.000
26	0	4	253	1548	2	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	59.9445	4.7956	1.4986	66.2387	2002-01-24 00:00:00.000
27	0	4	255	1598	4	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	722.6100	57.8088	18.0653	798.4841	2002-01-24 00:00:00.000
28	0	4	256	1658	5	2002-01-15 00:00:00.000	2002-01-24 00:00:00.000	43878.4500	3510.2760	1096.9613	48485.6873	2002-01-24 00:00:00.000
29	0	4	259	1536	4	2002-02-08 00:00:00.000	2002-02-17 00:00:00.000	592.7985	47.4239	14.8200	655.0424	2002-02-17 00:00:00.000
30	0	4	260	1568	2	2002-02-08 00:00:00.000	2002-02-17 00:00:00.000	21252.0000	1700.1600	531.3000	23483.4600	2002-02-17 00:00:00.000
31	0	4	258	1648	5	2002-02-08 00:00:00.000	2002-02-17 00:00:00.000	142.4115	11.3929	3.5603	157.3647	2002-02-17 00:00:00.000
32	2	4	254	1646	2	2002-02-08 00:00:00.000	2002-02-17 00:00:00.000	28794.1500	2303.5320	719.8538	31817.5358	2002-02-17 00:00:00.000
33	0	4	257	1672	4	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	421.1550	33.6924	10.5289	465.3763	2002-02-25 00:00:00.000
34	0	3	261	1600	1	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	1276.2750	102.1020	31.9069	1410.2839	2002-02-25 00:00:00.000
35	0	4	251	1522	1	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	2003.9250	160.3140	50.0981	2214.3371	2002-02-25 00:00:00.000
36	0	4	253	1570	2	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	50860.4250	4068.8340	1271.5106	56200.7696	2002-02-25 00:00:00.000
37	0	4	255	1516	1	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	454.8600	36.3888	11.3715	502.6203	2002-02-25 00:00:00.000
38	2	4	256	1506	5	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	43878.4500	3510.2760	1096.9613	48485.6873	2002-02-25 00:00:00.000
39	0	4	252	1626	2	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	7132.1250	570.5700	178.3031	7880.9981	2002-02-25 00:00:00.000
40	0	4	260	1542	2	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	28343.7000	2267.4960	708.5925	31319.7885	2002-02-25 00:00:00.000
41	0	4	258	1610	4	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	22516.7250	1801.3380	562.9181	24880.9811	2002-02-25 00:00:00.000
42	1	4	254	1638	5	2002-02-16 00:00:00.000	2002-02-25 00:00:00.000	34644.2250	2771.5380	866.1056	38281.8686	2002-02-25 00:00:00.000
