707	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	33.6442	2002-06-30 00:00:00.000
707	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	33.6442	2003-06-30 00:00:00.000
707	2003-07-01 00:00:00.000		34.9900	2003-06-10 00:00:00.000
708	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	33.6442	2002-06-30 00:00:00.000
708	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	33.6442	2003-06-30 00:00:00.000
708	2003-07-01 00:00:00.000		34.9900	2003-06-10 00:00:00.000
709	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	9.5000	2002-06-30 00:00:00.000
710	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	9.5000	2002-06-30 00:00:00.000
711	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	33.6442	2002-06-30 00:00:00.000
711	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	33.6442	2003-06-30 00:00:00.000
711	2003-07-01 00:00:00.000		34.9900	2003-06-10 00:00:00.000
712	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	8.6442	2002-06-30 00:00:00.000
712	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	8.6442	2003-06-30 00:00:00.000
712	2003-07-01 00:00:00.000		8.9900	2003-06-10 00:00:00.000
713	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	48.0673	2002-06-30 00:00:00.000
713	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	48.0673	2003-06-30 00:00:00.000
713	2003-07-01 00:00:00.000		49.9900	2003-06-10 00:00:00.000
714	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	48.0673	2002-06-30 00:00:00.000
714	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	48.0673	2003-06-30 00:00:00.000
714	2003-07-01 00:00:00.000		49.9900	2003-06-10 00:00:00.000
715	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	48.0673	2002-06-30 00:00:00.000
715	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	48.0673	2003-06-30 00:00:00.000
715	2003-07-01 00:00:00.000		49.9900	2003-06-10 00:00:00.000
716	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	48.0673	2002-06-30 00:00:00.000
716	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	48.0673	2003-06-30 00:00:00.000
716	2003-07-01 00:00:00.000		49.9900	2003-06-10 00:00:00.000
717	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	1263.4598	2002-06-30 00:00:00.000
717	2002-07-01 00:00:00.000	2003-06-30 00:00:00.000	1301.3636	2003-06-30 00:00:00.000
717	2003-07-01 00:00:00.000		1431.5000	2003-06-10 00:00:00.000
718	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	1263.4598	2002-06-30 00:00:00.000
